id,product_id,fact_type,fact_info
226,178,non,"[{""calories"":253,""protein"":146,""fat"":360,""fiber"":131,""carbs"":323},{""calories"":362,""protein"":220,""fat"":369,""fiber"":310,""carbs"":396},{""calories"":14,""protein"":26,""fat"":367,""fiber"":121,""carbs"":211}]"
227,969,tempor,"[{""calories"":104,""protein"":369,""fat"":29,""fiber"":39,""carbs"":340},{""calories"":397,""protein"":124,""fat"":357,""fiber"":29,""carbs"":18},{""calories"":148,""protein"":202,""fat"":346,""fiber"":382,""carbs"":162},{""calories"":148,""protein"":319,""fat"":210,""fiber"":349,""carbs"":349},{""calories"":284,""protein"":319,""fat"":331,""fiber"":241,""carbs"":184}]"
228,719,habitasse,"[{""calories"":303,""protein"":65,""fat"":346,""fiber"":22,""carbs"":251},{""calories"":367,""protein"":56,""fat"":361,""fiber"":141,""carbs"":43},{""calories"":67,""protein"":369,""fat"":257,""fiber"":173,""carbs"":101},{""calories"":62,""protein"":319,""fat"":354,""fiber"":41,""carbs"":385},{""calories"":373,""protein"":15,""fat"":202,""fiber"":337,""carbs"":166}]"
229,886,hac,"[{""calories"":356,""protein"":330,""fat"":282,""fiber"":39,""carbs"":262}]"
230,993,risus,"[{""calories"":234,""protein"":346,""fat"":143,""fiber"":2,""carbs"":355},{""calories"":205,""protein"":369,""fat"":255,""fiber"":218,""carbs"":134},{""calories"":169,""protein"":342,""fat"":133,""fiber"":101,""carbs"":189}]"
231,432,habitasse,[]
232,350,scelerisque,"[{""calories"":351,""protein"":325,""fat"":108,""fiber"":9,""carbs"":244},{""calories"":138,""protein"":234,""fat"":303,""fiber"":177,""carbs"":71},{""calories"":364,""protein"":211,""fat"":50,""fiber"":90,""carbs"":49},{""calories"":335,""protein"":201,""fat"":279,""fiber"":282,""carbs"":263},{""calories"":20,""protein"":310,""fat"":109,""fiber"":275,""carbs"":182}]"
233,144,natoque,"[{""calories"":79,""protein"":278,""fat"":399,""fiber"":102,""carbs"":42},{""calories"":370,""protein"":173,""fat"":29,""fiber"":331,""carbs"":326}]"
234,849,egestas,"[{""calories"":135,""protein"":8,""fat"":300,""fiber"":234,""carbs"":49}]"
235,15,platea,"[{""calories"":247,""protein"":278,""fat"":369,""fiber"":251,""carbs"":173}]"
236,601,lectus,"[{""calories"":219,""protein"":176,""fat"":239,""fiber"":49,""carbs"":60},{""calories"":302,""protein"":294,""fat"":218,""fiber"":206,""carbs"":75},{""calories"":392,""protein"":57,""fat"":228,""fiber"":280,""carbs"":373},{""calories"":26,""protein"":251,""fat"":207,""fiber"":290,""carbs"":292}]"
237,146,rutrum,[]
238,468,nisl,"[{""calories"":158,""protein"":288,""fat"":121,""fiber"":79,""carbs"":248},{""calories"":374,""protein"":108,""fat"":119,""fiber"":3,""carbs"":278},{""calories"":379,""protein"":133,""fat"":206,""fiber"":273,""carbs"":108}]"
239,136,nam,"[{""calories"":94,""protein"":54,""fat"":141,""fiber"":381,""carbs"":249}]"
240,245,fusce,"[{""calories"":190,""protein"":223,""fat"":359,""fiber"":382,""carbs"":49},{""calories"":152,""protein"":386,""fat"":255,""fiber"":13,""carbs"":293}]"
241,889,ut,"[{""calories"":338,""protein"":86,""fat"":161,""fiber"":169,""carbs"":71},{""calories"":114,""protein"":91,""fat"":268,""fiber"":77,""carbs"":392},{""calories"":320,""protein"":328,""fat"":339,""fiber"":282,""carbs"":116}]"
242,79,mauris,"[{""calories"":131,""protein"":75,""fat"":4,""fiber"":215,""carbs"":268},{""calories"":361,""protein"":308,""fat"":310,""fiber"":224,""carbs"":60},{""calories"":133,""protein"":149,""fat"":282,""fiber"":389,""carbs"":384}]"
243,949,sit,[]
244,436,rutrum,[]
245,974,turpis,"[{""calories"":78,""protein"":202,""fat"":161,""fiber"":365,""carbs"":333},{""calories"":35,""protein"":45,""fat"":318,""fiber"":131,""carbs"":72}]"
246,51,congue,"[{""calories"":242,""protein"":99,""fat"":260,""fiber"":226,""carbs"":397}]"
247,172,quisque,[]
248,795,convallis,"[{""calories"":365,""protein"":300,""fat"":275,""fiber"":261,""carbs"":176},{""calories"":180,""protein"":328,""fat"":386,""fiber"":34,""carbs"":195},{""calories"":229,""protein"":51,""fat"":228,""fiber"":296,""carbs"":168},{""calories"":191,""protein"":299,""fat"":161,""fiber"":22,""carbs"":33}]"
249,274,tristique,"[{""calories"":118,""protein"":118,""fat"":340,""fiber"":267,""carbs"":91},{""calories"":60,""protein"":51,""fat"":16,""fiber"":37,""carbs"":247},{""calories"":364,""protein"":89,""fat"":361,""fiber"":302,""carbs"":149},{""calories"":288,""protein"":243,""fat"":323,""fiber"":366,""carbs"":287},{""calories"":78,""protein"":360,""fat"":145,""fiber"":355,""carbs"":302}]"
250,638,gravida,"[{""calories"":304,""protein"":334,""fat"":227,""fiber"":98,""carbs"":114},{""calories"":153,""protein"":94,""fat"":382,""fiber"":7,""carbs"":386},{""calories"":127,""protein"":22,""fat"":67,""fiber"":38,""carbs"":154},{""calories"":365,""protein"":152,""fat"":183,""fiber"":224,""carbs"":178}]"
251,387,risus,"[{""calories"":81,""protein"":364,""fat"":16,""fiber"":240,""carbs"":396},{""calories"":371,""protein"":41,""fat"":350,""fiber"":218,""carbs"":316},{""calories"":173,""protein"":86,""fat"":5,""fiber"":271,""carbs"":102}]"
252,100,vestibulum,"[{""calories"":151,""protein"":387,""fat"":197,""fiber"":314,""carbs"":100}]"
253,80,risus,[]
254,130,interdum,"[{""calories"":59,""protein"":47,""fat"":351,""fiber"":94,""carbs"":345},{""calories"":118,""protein"":7,""fat"":400,""fiber"":194,""carbs"":54},{""calories"":320,""protein"":25,""fat"":228,""fiber"":343,""carbs"":304},{""calories"":172,""protein"":123,""fat"":263,""fiber"":395,""carbs"":319}]"
255,908,felis,"[{""calories"":13,""protein"":219,""fat"":51,""fiber"":93,""carbs"":352},{""calories"":42,""protein"":319,""fat"":41,""fiber"":233,""carbs"":300},{""calories"":22,""protein"":316,""fat"":117,""fiber"":1,""carbs"":274},{""calories"":158,""protein"":202,""fat"":153,""fiber"":306,""carbs"":364}]"
256,889,sed,"[{""calories"":106,""protein"":337,""fat"":129,""fiber"":122,""carbs"":96},{""calories"":258,""protein"":229,""fat"":158,""fiber"":160,""carbs"":118}]"
257,599,urna,"[{""calories"":107,""protein"":244,""fat"":130,""fiber"":76,""carbs"":137}]"
258,568,sit,"[{""calories"":321,""protein"":159,""fat"":274,""fiber"":320,""carbs"":278}]"
259,932,sit,"[{""calories"":343,""protein"":240,""fat"":258,""fiber"":226,""carbs"":156}]"
260,385,dolor,"[{""calories"":146,""protein"":90,""fat"":39,""fiber"":140,""carbs"":90},{""calories"":335,""protein"":364,""fat"":287,""fiber"":82,""carbs"":58}]"
261,863,a,"[{""calories"":12,""protein"":5,""fat"":240,""fiber"":284,""carbs"":73},{""calories"":45,""protein"":32,""fat"":370,""fiber"":189,""carbs"":267},{""calories"":400,""protein"":107,""fat"":339,""fiber"":21,""carbs"":277},{""calories"":45,""protein"":68,""fat"":10,""fiber"":127,""carbs"":269}]"
262,726,est,"[{""calories"":177,""protein"":380,""fat"":313,""fiber"":130,""carbs"":146},{""calories"":310,""protein"":331,""fat"":77,""fiber"":242,""carbs"":89},{""calories"":281,""protein"":251,""fat"":84,""fiber"":126,""carbs"":26},{""calories"":189,""protein"":61,""fat"":368,""fiber"":47,""carbs"":272},{""calories"":267,""protein"":261,""fat"":392,""fiber"":106,""carbs"":356}]"
263,483,nam,"[{""calories"":327,""protein"":123,""fat"":67,""fiber"":358,""carbs"":39}]"
264,316,lorem,[]
265,891,malesuada,"[{""calories"":140,""protein"":361,""fat"":95,""fiber"":6,""carbs"":109},{""calories"":79,""protein"":12,""fat"":68,""fiber"":285,""carbs"":199}]"
266,760,lectus,[]
267,965,condimentum,"[{""calories"":323,""protein"":9,""fat"":59,""fiber"":217,""carbs"":4},{""calories"":123,""protein"":337,""fat"":235,""fiber"":247,""carbs"":131},{""calories"":194,""protein"":166,""fat"":337,""fiber"":100,""carbs"":184}]"
268,701,eu,"[{""calories"":72,""protein"":77,""fat"":182,""fiber"":313,""carbs"":333},{""calories"":343,""protein"":18,""fat"":387,""fiber"":142,""carbs"":122}]"
269,50,est,[]
270,746,sollicitudin,"[{""calories"":66,""protein"":212,""fat"":56,""fiber"":92,""carbs"":295}]"
271,301,magnis,"[{""calories"":273,""protein"":178,""fat"":153,""fiber"":327,""carbs"":95},{""calories"":45,""protein"":268,""fat"":190,""fiber"":133,""carbs"":56},{""calories"":396,""protein"":27,""fat"":209,""fiber"":326,""carbs"":240},{""calories"":127,""protein"":311,""fat"":148,""fiber"":127,""carbs"":54},{""calories"":390,""protein"":385,""fat"":59,""fiber"":264,""carbs"":312}]"
272,997,venenatis,"[{""calories"":251,""protein"":400,""fat"":317,""fiber"":47,""carbs"":171},{""calories"":79,""protein"":212,""fat"":251,""fiber"":246,""carbs"":273}]"
273,979,lorem,"[{""calories"":71,""protein"":146,""fat"":260,""fiber"":284,""carbs"":153},{""calories"":273,""protein"":65,""fat"":351,""fiber"":358,""carbs"":385},{""calories"":283,""protein"":273,""fat"":43,""fiber"":221,""carbs"":90},{""calories"":38,""protein"":255,""fat"":29,""fiber"":113,""carbs"":265},{""calories"":387,""protein"":98,""fat"":146,""fiber"":299,""carbs"":198}]"
274,102,lectus,"[{""calories"":338,""protein"":166,""fat"":213,""fiber"":285,""carbs"":271}]"
275,459,nec,"[{""calories"":249,""protein"":346,""fat"":246,""fiber"":169,""carbs"":139},{""calories"":306,""protein"":306,""fat"":186,""fiber"":27,""carbs"":208},{""calories"":145,""protein"":38,""fat"":3,""fiber"":161,""carbs"":280}]"
276,802,consequat,"[{""calories"":192,""protein"":293,""fat"":252,""fiber"":12,""carbs"":127},{""calories"":146,""protein"":77,""fat"":120,""fiber"":37,""carbs"":130},{""calories"":279,""protein"":311,""fat"":15,""fiber"":334,""carbs"":86},{""calories"":44,""protein"":159,""fat"":247,""fiber"":131,""carbs"":286},{""calories"":234,""protein"":98,""fat"":107,""fiber"":101,""carbs"":237}]"
277,330,volutpat,[]
278,368,posuere,[]
279,757,praesent,"[{""calories"":360,""protein"":59,""fat"":67,""fiber"":3,""carbs"":250},{""calories"":170,""protein"":9,""fat"":37,""fiber"":131,""carbs"":97},{""calories"":186,""protein"":273,""fat"":9,""fiber"":393,""carbs"":71}]"
280,28,velit,"[{""calories"":180,""protein"":119,""fat"":58,""fiber"":169,""carbs"":30}]"
281,32,nibh,[]
282,633,semper,[]
283,751,lectus,[]
284,724,feugiat,"[{""calories"":86,""protein"":101,""fat"":296,""fiber"":258,""carbs"":27},{""calories"":56,""protein"":271,""fat"":176,""fiber"":187,""carbs"":232},{""calories"":393,""protein"":158,""fat"":366,""fiber"":298,""carbs"":158}]"
285,342,leo,"[{""calories"":296,""protein"":285,""fat"":153,""fiber"":145,""carbs"":212},{""calories"":377,""protein"":255,""fat"":287,""fiber"":360,""carbs"":51}]"
286,39,amet,"[{""calories"":23,""protein"":338,""fat"":360,""fiber"":142,""carbs"":267},{""calories"":71,""protein"":116,""fat"":338,""fiber"":307,""carbs"":26},{""calories"":283,""protein"":291,""fat"":118,""fiber"":158,""carbs"":40},{""calories"":46,""protein"":244,""fat"":214,""fiber"":7,""carbs"":124},{""calories"":157,""protein"":369,""fat"":149,""fiber"":77,""carbs"":141}]"
287,84,erat,"[{""calories"":5,""protein"":199,""fat"":275,""fiber"":187,""carbs"":177},{""calories"":66,""protein"":182,""fat"":110,""fiber"":339,""carbs"":229}]"
288,703,vel,"[{""calories"":309,""protein"":239,""fat"":239,""fiber"":196,""carbs"":127},{""calories"":329,""protein"":69,""fat"":393,""fiber"":129,""carbs"":183},{""calories"":124,""protein"":161,""fat"":382,""fiber"":51,""carbs"":64}]"
289,323,libero,"[{""calories"":82,""protein"":189,""fat"":187,""fiber"":163,""carbs"":73}]"
290,896,amet,"[{""calories"":57,""protein"":398,""fat"":147,""fiber"":167,""carbs"":96},{""calories"":288,""protein"":399,""fat"":124,""fiber"":62,""carbs"":60},{""calories"":107,""protein"":218,""fat"":30,""fiber"":59,""carbs"":341},{""calories"":388,""protein"":221,""fat"":255,""fiber"":201,""carbs"":247}]"
291,839,nunc,[]
292,383,ac,"[{""calories"":142,""protein"":260,""fat"":347,""fiber"":91,""carbs"":293},{""calories"":303,""protein"":268,""fat"":85,""fiber"":59,""carbs"":289},{""calories"":79,""protein"":290,""fat"":138,""fiber"":213,""carbs"":67},{""calories"":241,""protein"":180,""fat"":13,""fiber"":379,""carbs"":304}]"
293,511,morbi,"[{""calories"":72,""protein"":59,""fat"":30,""fiber"":96,""carbs"":81},{""calories"":103,""protein"":301,""fat"":200,""fiber"":55,""carbs"":92},{""calories"":124,""protein"":45,""fat"":353,""fiber"":226,""carbs"":394},{""calories"":301,""protein"":161,""fat"":170,""fiber"":388,""carbs"":309}]"
294,330,augue,"[{""calories"":334,""protein"":391,""fat"":180,""fiber"":332,""carbs"":12}]"
295,130,iaculis,"[{""calories"":321,""protein"":370,""fat"":318,""fiber"":165,""carbs"":112},{""calories"":347,""protein"":360,""fat"":393,""fiber"":36,""carbs"":301},{""calories"":104,""protein"":254,""fat"":297,""fiber"":83,""carbs"":46},{""calories"":33,""protein"":389,""fat"":313,""fiber"":341,""carbs"":378},{""calories"":151,""protein"":233,""fat"":287,""fiber"":348,""carbs"":39}]"
296,818,tincidunt,"[{""calories"":43,""protein"":130,""fat"":316,""fiber"":178,""carbs"":355},{""calories"":183,""protein"":346,""fat"":197,""fiber"":288,""carbs"":48},{""calories"":35,""protein"":235,""fat"":206,""fiber"":199,""carbs"":258},{""calories"":153,""protein"":152,""fat"":70,""fiber"":305,""carbs"":120},{""calories"":87,""protein"":196,""fat"":318,""fiber"":381,""carbs"":275}]"
297,219,hendrerit,"[{""calories"":167,""protein"":62,""fat"":85,""fiber"":159,""carbs"":331}]"
298,243,cubilia,"[{""calories"":328,""protein"":190,""fat"":349,""fiber"":274,""carbs"":234},{""calories"":129,""protein"":119,""fat"":76,""fiber"":305,""carbs"":245}]"
299,819,vestibulum,"[{""calories"":32,""protein"":374,""fat"":236,""fiber"":145,""carbs"":300}]"
300,859,enim,"[{""calories"":82,""protein"":155,""fat"":191,""fiber"":182,""carbs"":62},{""calories"":169,""protein"":81,""fat"":306,""fiber"":138,""carbs"":349},{""calories"":62,""protein"":186,""fat"":375,""fiber"":61,""carbs"":334}]"
301,73,praesent,"[{""calories"":162,""protein"":93,""fat"":322,""fiber"":116,""carbs"":174},{""calories"":349,""protein"":27,""fat"":178,""fiber"":53,""carbs"":95},{""calories"":34,""protein"":211,""fat"":119,""fiber"":158,""carbs"":97},{""calories"":76,""protein"":232,""fat"":329,""fiber"":148,""carbs"":109}]"
302,594,aliquam,"[{""calories"":227,""protein"":88,""fat"":17,""fiber"":388,""carbs"":330},{""calories"":264,""protein"":169,""fat"":311,""fiber"":78,""carbs"":346},{""calories"":309,""protein"":272,""fat"":12,""fiber"":389,""carbs"":266},{""calories"":168,""protein"":268,""fat"":108,""fiber"":100,""carbs"":397},{""calories"":270,""protein"":94,""fat"":357,""fiber"":72,""carbs"":390}]"
303,658,pede,"[{""calories"":12,""protein"":77,""fat"":125,""fiber"":8,""carbs"":295},{""calories"":228,""protein"":368,""fat"":60,""fiber"":19,""carbs"":77},{""calories"":390,""protein"":393,""fat"":259,""fiber"":333,""carbs"":198}]"
304,661,pede,"[{""calories"":231,""protein"":364,""fat"":369,""fiber"":364,""carbs"":366}]"
305,92,augue,"[{""calories"":205,""protein"":184,""fat"":95,""fiber"":243,""carbs"":185},{""calories"":320,""protein"":353,""fat"":323,""fiber"":367,""carbs"":205},{""calories"":232,""protein"":74,""fat"":118,""fiber"":387,""carbs"":19},{""calories"":8,""protein"":287,""fat"":338,""fiber"":95,""carbs"":115},{""calories"":2,""protein"":23,""fat"":316,""fiber"":102,""carbs"":327}]"
306,568,vestibulum,"[{""calories"":263,""protein"":274,""fat"":355,""fiber"":275,""carbs"":355},{""calories"":290,""protein"":117,""fat"":98,""fiber"":6,""carbs"":264},{""calories"":162,""protein"":135,""fat"":220,""fiber"":124,""carbs"":74}]"
307,262,sapien,[]
308,877,nec,"[{""calories"":291,""protein"":317,""fat"":373,""fiber"":87,""carbs"":307},{""calories"":183,""protein"":277,""fat"":208,""fiber"":261,""carbs"":214},{""calories"":139,""protein"":188,""fat"":285,""fiber"":2,""carbs"":370}]"
309,122,nam,"[{""calories"":310,""protein"":127,""fat"":379,""fiber"":358,""carbs"":167}]"
310,229,nulla,"[{""calories"":349,""protein"":264,""fat"":107,""fiber"":289,""carbs"":307},{""calories"":240,""protein"":24,""fat"":250,""fiber"":26,""carbs"":196},{""calories"":62,""protein"":269,""fat"":191,""fiber"":62,""carbs"":352}]"
311,933,sapien,"[{""calories"":322,""protein"":84,""fat"":386,""fiber"":61,""carbs"":32},{""calories"":271,""protein"":319,""fat"":281,""fiber"":58,""carbs"":221}]"
312,212,eget,"[{""calories"":144,""protein"":49,""fat"":269,""fiber"":24,""carbs"":175},{""calories"":198,""protein"":274,""fat"":44,""fiber"":97,""carbs"":348},{""calories"":205,""protein"":243,""fat"":397,""fiber"":98,""carbs"":336},{""calories"":399,""protein"":148,""fat"":204,""fiber"":236,""carbs"":350}]"
313,648,quisque,"[{""calories"":1,""protein"":233,""fat"":283,""fiber"":284,""carbs"":131}]"
314,752,sapien,"[{""calories"":3,""protein"":28,""fat"":22,""fiber"":57,""carbs"":124},{""calories"":31,""protein"":180,""fat"":69,""fiber"":36,""carbs"":218},{""calories"":116,""protein"":166,""fat"":153,""fiber"":32,""carbs"":326},{""calories"":32,""protein"":24,""fat"":206,""fiber"":82,""carbs"":273},{""calories"":191,""protein"":118,""fat"":107,""fiber"":103,""carbs"":107}]"
315,707,lacinia,"[{""calories"":269,""protein"":245,""fat"":256,""fiber"":227,""carbs"":249},{""calories"":298,""protein"":244,""fat"":184,""fiber"":132,""carbs"":389},{""calories"":363,""protein"":117,""fat"":46,""fiber"":25,""carbs"":327}]"
316,801,metus,"[{""calories"":399,""protein"":322,""fat"":237,""fiber"":357,""carbs"":80},{""calories"":190,""protein"":396,""fat"":397,""fiber"":206,""carbs"":231},{""calories"":270,""protein"":302,""fat"":240,""fiber"":345,""carbs"":285},{""calories"":271,""protein"":122,""fat"":279,""fiber"":74,""carbs"":196},{""calories"":314,""protein"":309,""fat"":3,""fiber"":324,""carbs"":66}]"
317,589,urna,"[{""calories"":174,""protein"":67,""fat"":116,""fiber"":242,""carbs"":397},{""calories"":56,""protein"":261,""fat"":346,""fiber"":289,""carbs"":226},{""calories"":136,""protein"":346,""fat"":149,""fiber"":143,""carbs"":204},{""calories"":70,""protein"":192,""fat"":269,""fiber"":50,""carbs"":280},{""calories"":156,""protein"":124,""fat"":249,""fiber"":263,""carbs"":343}]"
318,529,odio,"[{""calories"":143,""protein"":161,""fat"":338,""fiber"":24,""carbs"":349},{""calories"":3,""protein"":111,""fat"":273,""fiber"":325,""carbs"":75}]"
319,563,tellus,"[{""calories"":120,""protein"":293,""fat"":194,""fiber"":356,""carbs"":138},{""calories"":183,""protein"":378,""fat"":170,""fiber"":280,""carbs"":241},{""calories"":166,""protein"":37,""fat"":99,""fiber"":117,""carbs"":2}]"
320,682,condimentum,[]
321,413,in,"[{""calories"":358,""protein"":119,""fat"":23,""fiber"":11,""carbs"":273},{""calories"":222,""protein"":82,""fat"":278,""fiber"":305,""carbs"":24}]"
322,876,consequat,"[{""calories"":173,""protein"":373,""fat"":11,""fiber"":353,""carbs"":269}]"
323,660,purus,"[{""calories"":106,""protein"":389,""fat"":350,""fiber"":327,""carbs"":169},{""calories"":160,""protein"":152,""fat"":357,""fiber"":121,""carbs"":363}]"
324,197,vestibulum,"[{""calories"":195,""protein"":145,""fat"":188,""fiber"":174,""carbs"":16},{""calories"":179,""protein"":283,""fat"":119,""fiber"":204,""carbs"":285}]"
325,243,in,"[{""calories"":33,""protein"":305,""fat"":241,""fiber"":81,""carbs"":118},{""calories"":353,""protein"":268,""fat"":273,""fiber"":147,""carbs"":58},{""calories"":297,""protein"":274,""fat"":312,""fiber"":63,""carbs"":182},{""calories"":288,""protein"":199,""fat"":211,""fiber"":387,""carbs"":296},{""calories"":129,""protein"":147,""fat"":182,""fiber"":216,""carbs"":400}]"
326,761,faucibus,[]
327,619,velit,[]
328,392,maecenas,"[{""calories"":199,""protein"":119,""fat"":354,""fiber"":34,""carbs"":289},{""calories"":137,""protein"":40,""fat"":337,""fiber"":364,""carbs"":29},{""calories"":155,""protein"":175,""fat"":66,""fiber"":138,""carbs"":332},{""calories"":131,""protein"":2,""fat"":265,""fiber"":287,""carbs"":135},{""calories"":321,""protein"":170,""fat"":265,""fiber"":113,""carbs"":184}]"
329,614,cum,[]
330,979,quisque,"[{""calories"":78,""protein"":138,""fat"":310,""fiber"":181,""carbs"":314},{""calories"":275,""protein"":362,""fat"":174,""fiber"":75,""carbs"":14},{""calories"":347,""protein"":374,""fat"":99,""fiber"":186,""carbs"":150}]"
331,907,sapien,"[{""calories"":183,""protein"":283,""fat"":211,""fiber"":133,""carbs"":95},{""calories"":39,""protein"":326,""fat"":292,""fiber"":339,""carbs"":342}]"
332,366,primis,"[{""calories"":41,""protein"":75,""fat"":135,""fiber"":260,""carbs"":134}]"
333,399,morbi,"[{""calories"":331,""protein"":126,""fat"":226,""fiber"":192,""carbs"":207},{""calories"":20,""protein"":313,""fat"":249,""fiber"":140,""carbs"":54}]"
334,421,eros,[]
335,876,ut,[]
336,923,proin,"[{""calories"":195,""protein"":154,""fat"":383,""fiber"":103,""carbs"":392},{""calories"":105,""protein"":60,""fat"":358,""fiber"":357,""carbs"":158}]"
337,553,ac,"[{""calories"":302,""protein"":247,""fat"":152,""fiber"":81,""carbs"":26},{""calories"":177,""protein"":126,""fat"":340,""fiber"":327,""carbs"":288}]"
338,207,est,"[{""calories"":329,""protein"":281,""fat"":179,""fiber"":249,""carbs"":26},{""calories"":356,""protein"":384,""fat"":184,""fiber"":290,""carbs"":253},{""calories"":24,""protein"":335,""fat"":125,""fiber"":8,""carbs"":71}]"
339,674,luctus,"[{""calories"":179,""protein"":130,""fat"":102,""fiber"":63,""carbs"":241},{""calories"":164,""protein"":249,""fat"":262,""fiber"":384,""carbs"":59}]"
340,721,massa,"[{""calories"":196,""protein"":65,""fat"":191,""fiber"":218,""carbs"":306},{""calories"":187,""protein"":35,""fat"":314,""fiber"":162,""carbs"":31},{""calories"":363,""protein"":283,""fat"":90,""fiber"":86,""carbs"":172},{""calories"":160,""protein"":272,""fat"":140,""fiber"":127,""carbs"":349}]"
341,828,sed,"[{""calories"":239,""protein"":204,""fat"":216,""fiber"":361,""carbs"":229},{""calories"":377,""protein"":188,""fat"":361,""fiber"":155,""carbs"":59},{""calories"":302,""protein"":252,""fat"":170,""fiber"":291,""carbs"":18},{""calories"":122,""protein"":127,""fat"":76,""fiber"":392,""carbs"":239},{""calories"":44,""protein"":141,""fat"":346,""fiber"":179,""carbs"":254}]"
342,919,in,"[{""calories"":194,""protein"":35,""fat"":177,""fiber"":274,""carbs"":222}]"
343,361,accumsan,"[{""calories"":161,""protein"":186,""fat"":114,""fiber"":81,""carbs"":108},{""calories"":72,""protein"":275,""fat"":264,""fiber"":109,""carbs"":38}]"
344,721,aliquam,[]
345,641,et,"[{""calories"":315,""protein"":346,""fat"":287,""fiber"":30,""carbs"":82},{""calories"":333,""protein"":38,""fat"":142,""fiber"":93,""carbs"":259},{""calories"":319,""protein"":395,""fat"":377,""fiber"":124,""carbs"":155},{""calories"":62,""protein"":280,""fat"":251,""fiber"":285,""carbs"":93}]"
346,977,justo,"[{""calories"":95,""protein"":47,""fat"":71,""fiber"":228,""carbs"":217}]"
347,742,odio,"[{""calories"":245,""protein"":44,""fat"":75,""fiber"":5,""carbs"":1},{""calories"":78,""protein"":110,""fat"":55,""fiber"":25,""carbs"":274},{""calories"":46,""protein"":225,""fat"":54,""fiber"":42,""carbs"":166},{""calories"":110,""protein"":147,""fat"":294,""fiber"":133,""carbs"":322},{""calories"":316,""protein"":86,""fat"":85,""fiber"":74,""carbs"":278}]"
348,401,venenatis,"[{""calories"":266,""protein"":375,""fat"":331,""fiber"":278,""carbs"":135},{""calories"":24,""protein"":272,""fat"":287,""fiber"":41,""carbs"":165},{""calories"":236,""protein"":197,""fat"":319,""fiber"":320,""carbs"":62},{""calories"":327,""protein"":283,""fat"":104,""fiber"":16,""carbs"":230}]"
349,197,praesent,[]
350,498,ultrices,"[{""calories"":227,""protein"":40,""fat"":312,""fiber"":392,""carbs"":65},{""calories"":169,""protein"":215,""fat"":310,""fiber"":221,""carbs"":322}]"
351,477,magna,"[{""calories"":5,""protein"":58,""fat"":191,""fiber"":176,""carbs"":121}]"
352,797,vel,"[{""calories"":145,""protein"":314,""fat"":271,""fiber"":362,""carbs"":312}]"
353,605,lacus,"[{""calories"":320,""protein"":286,""fat"":92,""fiber"":53,""carbs"":6}]"
354,926,justo,"[{""calories"":142,""protein"":348,""fat"":292,""fiber"":152,""carbs"":239},{""calories"":89,""protein"":51,""fat"":86,""fiber"":167,""carbs"":206},{""calories"":298,""protein"":181,""fat"":304,""fiber"":52,""carbs"":117}]"
355,354,orci,"[{""calories"":257,""protein"":92,""fat"":137,""fiber"":64,""carbs"":362},{""calories"":374,""protein"":331,""fat"":186,""fiber"":21,""carbs"":192}]"
356,805,blandit,"[{""calories"":63,""protein"":400,""fat"":356,""fiber"":281,""carbs"":57}]"
357,864,nulla,"[{""calories"":244,""protein"":58,""fat"":245,""fiber"":22,""carbs"":233},{""calories"":28,""protein"":5,""fat"":307,""fiber"":393,""carbs"":36}]"
358,482,leo,"[{""calories"":3,""protein"":143,""fat"":233,""fiber"":264,""carbs"":65},{""calories"":149,""protein"":390,""fat"":181,""fiber"":77,""carbs"":264},{""calories"":27,""protein"":282,""fat"":210,""fiber"":308,""carbs"":353}]"
359,740,enim,"[{""calories"":12,""protein"":244,""fat"":365,""fiber"":58,""carbs"":398},{""calories"":334,""protein"":319,""fat"":297,""fiber"":373,""carbs"":51},{""calories"":67,""protein"":294,""fat"":83,""fiber"":71,""carbs"":133},{""calories"":80,""protein"":345,""fat"":103,""fiber"":382,""carbs"":379},{""calories"":256,""protein"":335,""fat"":335,""fiber"":398,""carbs"":314}]"
360,729,feugiat,"[{""calories"":369,""protein"":285,""fat"":236,""fiber"":228,""carbs"":368},{""calories"":150,""protein"":190,""fat"":263,""fiber"":73,""carbs"":358},{""calories"":91,""protein"":35,""fat"":42,""fiber"":107,""carbs"":219},{""calories"":13,""protein"":197,""fat"":209,""fiber"":15,""carbs"":175},{""calories"":30,""protein"":301,""fat"":69,""fiber"":157,""carbs"":250}]"
361,42,morbi,"[{""calories"":316,""protein"":327,""fat"":379,""fiber"":311,""carbs"":11},{""calories"":164,""protein"":94,""fat"":174,""fiber"":42,""carbs"":308},{""calories"":24,""protein"":145,""fat"":231,""fiber"":218,""carbs"":28}]"
362,497,etiam,"[{""calories"":234,""protein"":48,""fat"":231,""fiber"":400,""carbs"":19},{""calories"":284,""protein"":364,""fat"":220,""fiber"":385,""carbs"":300}]"
363,687,nam,"[{""calories"":179,""protein"":88,""fat"":321,""fiber"":302,""carbs"":311},{""calories"":58,""protein"":288,""fat"":168,""fiber"":329,""carbs"":396},{""calories"":290,""protein"":164,""fat"":308,""fiber"":313,""carbs"":222}]"
364,698,curabitur,"[{""calories"":286,""protein"":225,""fat"":306,""fiber"":15,""carbs"":4},{""calories"":292,""protein"":28,""fat"":72,""fiber"":18,""carbs"":22},{""calories"":396,""protein"":38,""fat"":146,""fiber"":303,""carbs"":371},{""calories"":91,""protein"":328,""fat"":324,""fiber"":162,""carbs"":219}]"
365,761,odio,[]
